test_version,locale,scale_name,gender,raw_score,t_score,age_group,notes
MMPI-2,TR,Mf,male,55,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,56,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,57,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,58,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,59,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,male,60,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,41,102,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,42,104,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,43,106,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,44,108,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,45,110,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,46,112,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,47,114,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,48,116,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,49,118,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,50,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,51,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,52,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,53,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,54,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,55,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,56,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,57,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,58,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,59,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Mf,female,60,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,male,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pa,female,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,41,102,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,42,104,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,43,106,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,44,108,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,45,110,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,46,112,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,47,114,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,male,48,116,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,41,102,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,42,104,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,43,106,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,44,108,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,45,110,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,46,112,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,47,114,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Pt,female,48,116,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,22,64,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,23,66,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,24,68,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,25,70,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,26,72,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,27,74,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,28,76,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,29,78,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,30,80,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,31,82,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,32,84,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,33,86,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,34,88,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,35,90,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,36,92,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,37,94,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,38,96,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,39,98,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,40,100,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,41,102,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,42,104,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,43,106,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,44,108,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,45,110,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,46,112,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,47,114,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,48,116,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,49,118,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,50,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,51,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,52,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,53,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,54,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,55,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,56,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,57,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,58,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,59,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,60,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,61,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,62,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,63,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,64,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,65,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,66,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,67,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,68,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,69,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,70,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,71,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,72,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,73,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,74,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,75,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,76,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,77,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,male,78,120,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,0,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,1,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,2,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,3,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,4,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,5,30,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,6,32,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,7,34,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,8,36,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,9,38,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,10,40,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,11,42,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,12,44,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,13,46,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,14,48,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,15,50,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,16,52,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,17,54,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,18,56,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,19,58,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,20,60,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,21,62,adult,NON-OFFICIAL-FORMULA
MMPI-2,TR,Sc,female,22,64,adult,NON-OFFICIAL-FORMULA
